Chinese Sentence,Chinese NER Tagged
每一个人在此都有自己的角色。,[]
每天我们中的每个人都在影响着世界， 在座的科学家们都知道，不可能有人对世界没有影响—— 即使你天天躺在床上，你也在吸入氧气 呼出二氧化碳，你也会去上厕所， 还有其他类似的事情。 每一个人都在影响着我们的世界。,[]
所以，“根与芽”组织 召集青年人，致力于三种项目。,[]
这些项目目的是改变世界，让世界变得更好。,[]
一个项目是关怀自己所属的社区。,[]
另一个是关爱动物，包括家养动物——我必须要说， 我早就对动物行为谙熟于心 早在我去贡贝前，我的狗鲁斯比就教给我这些知识， 它是我童年的伙伴。,"[('贡贝', 'ns', 27, 28), ('鲁斯比', 'nr', 33, 34)]"
第三类项目，是关心当地环境,[]
孩子们具体做些什么，是根据他们的年纪而定—— 小的有学前班的孩子，大的有大学生。,[]
还要看他们住在哪里，是城市还是乡村。,[]
此外还依据他们的家庭状况是富裕还是贫穷。,[]
还要根据他们住在美国的哪部分。,"[('美国', 'ns', 6, 7)]"
美国的每个州都有我们的分支机构 弗罗里达的问题就跟纽约的不同。,"[('美国', 'ns', 0, 1), ('弗罗里达', 'ns', 11, 12), ('纽约', 'ns', 16, 17)]"
我们还要依照不同国家，制定不同的具体任务—— 至今，我们拥有5000个活跃的团队，覆盖了60余个国家—— 有些团队的所在地的地名我以前从来没听说过 正是因为有了这些孩子的积极参与， 推广项目，我才听说这些地方。,[]
他们为什么参与？,[]
因为他们接受这种信念， 他们要自己决定自己的未来。,[]
这并不是父母，亦或是老师 要他们去做的事。,[]
听师长的话，也许会更方便，但是如果由孩子们自己来做决定， “我们要清洁这条河， 让原本居住在这儿的鱼回来。,[]
我们要将这个地区的有毒土壤清理干净， 使它变成有机花园。,[]
我们要多花些时间陪老年人， 听他们讲故事，记录下他们口述的历史。,[]
我们要去犬类收养中心工作，,[]
我们要了解各种动物。我们还要...” 各位，我无法历数所有这些。在我看来，这就是希望。,[]
一年中有300天我都在世界的某一个角落旅行， 那些地方都有不同年龄的人参与的“根与芽”项目。,[]
所到之处，都有孩子睁着闪亮的眼睛，告诉我： “看看我们做出的变化。”,[]
现在我们有了高科技的帮助， 因为有了这种新的电子交流方式 孩子们可以跨越大洋相互交流。,[]
如果任何人有兴趣给我们帮助，而且我们的确有很多的想法 需要帮助才能得以实现。 我们需要创造更适合年轻人交流心声的平台。,[]
但同样重要的是，让他们倾诉自己的失望，让他们可以说出： “我们试过了，可这样行不通，该怎么办？”,[]
马上，就会有另一个小组给这些孩子提供解答 他们可能在美国，也许是在以色列， 说：“是的，你这里做错了一点。你应该这么做。”,"[('美国', 'ns', 17, 18), ('以色列', 'ns', 22, 23)]"
其中的哲学其实很简单。,[]
我们反对暴力。,[]
不需要暴力，不要炸弹，不要枪支。,[]
这不是解决问题的方法。,[]
至少在我看来，暴力只能导致暴力。,[]
那我们要怎样解决问题呢？,[]
知识和理解，就是我们解决问题的工具。,[]
了解真相，同时了解真相在全局中的位置。,[]
努力和坚持——不要放弃—— 爱和同情心能引导我们尊重所有的生命。,[]
我还有几分钟？两分钟，一分钟？,[]
克里斯•安得森：一到两分钟。,"[('克里斯•安得森', 'nr', 0, 1)]"
珍妮•古道尔：两分钟，我需要两分钟。,"[('珍妮•古道尔', 'nr', 0, 1)]"
你们会冲上了把我拉下去吗？,[]
总而言之，“根与芽”正在 改变年轻人的生活。,[]
这正是我倾注大部分精力的工作。,[]
我相信TED可以有非常重要的影响， 这不是因为我们可以分享技术， 而是因为你们中的许多人都有孩子。,[]
如果你愿意回家后，将我们的项目告诉你们的孩子， 那么他们就可以有一个极好的机会走出家门，做一些有意义的事， 因为他们有像你们这样的父母。,[]
而且一切也都证明，大家都十分关注这个问题 关注如何让这个世界变得更好。,[]
这让人深受鼓舞。,[]
但是孩子们的确会问我—— 我保证，我不会超过两分钟了—— 有孩子会说：“珍妮博士，你对未来真的抱有希望？,"[('珍妮', 'nr', 26, 27)]"
你去过很多地方，见过那么多可怕的事。”,[]
第一，人类的大脑——关于此我不必说什么。,[]
如今我们了解了世界各地存在的问题， 拥有诸位这样的大脑的人都会开始思考如何解决那些问题。,[]
对此，我们已经说过了很多。,[]
第二，大自然可以自我修复。,[]
我们可以摧毁一条河， 我们也可以使它恢复生机。,[]
一片土地变为荒芜， 但只要有时间和一点帮助，它也可以重新变得生机盎然。,[]
第三，上一个发言者，也许往前数第二个， 提及了人类不屈不挠的精神。,[]
我们周围有许多从不气馁的人们， 他们做成了许多看似不可能的工作。,[]
比如说尼尔森·曼得拉——我从罗本岛监狱拿了一块石灰石 在那儿，曼得拉被监禁并劳作了27年， 他出狱后并不是心怀怨恨，而是领导人民， 用和平的方式走出了可怕的种族隔离。,"[('尼尔森·曼得拉', 'nr', 1, 2), ('罗本岛', 'ns', 6, 7), ('曼得拉', 'nr', 16, 17)]"
即使在911之后——那时我在纽约，非常害怕—— 我也感受到了恐慌——但是仍有那么多人，充满了勇气， 充满了爱和同情心。,"[('纽约', 'ns', 9, 10)]"
在那之后，我去了美国的其他地区，感受到了人们的恐惧—— 这样的恐惧让人们觉得 他们不应再去担心自然环境， 只关注恐怖主义，不然他们会看上去不爱国，—— 当时我尝试着鼓励他们， 有人走来告诉我一句圣雄甘地的话， “回顾人类历史， 一切恶势力终究被正义战胜。”,"[('美国', 'ns', 7, 8), ('甘地', 'nr', 59, 60)]"
然后，一个女士给了我这个小铃铛， 我想以这作为结束。,[]
她告诉我，“每当你说到希望和和平，就摇摇它。,[]
这个铃铛是由一个拆除引信的地雷造的， 它来自波尔布特的屠杀战场—— 那人类历史中最为罪恶的政权之一—— 现在，这个政权已经垮台， 那里的人们正恢复正常生活。 所以，是的，希望是有的，那希望在哪儿呢？,"[('波尔布特', 'nr', 14, 15)]"
希望在政治家那儿吗？,[]
希望在我们的手中。,[]
希望在你手中，在我手中， 在孩子们的手中。,[]
一切的确由我们决定。,[]
只有我们，才能带来改变。,[]
如果我们在日常生活中， 尽量留下最轻的生态足迹， 如果我们只购买该买的东西 不买不该买的东西， 我们可以一夜之间改变世界。,[]
谢谢,[]
谢谢各位！非常荣幸能够站在这里 与大家分享我19岁的最后一天,[]
今天我想跟大家谈谈未来 但是首先我要用一点时间讲讲我过去的经历,[]
这个故事要从我出生之前讲起,[]
我的外祖母曾经在开往死亡集中营奥斯维辛的一辆火车上,"[('奥斯维辛', 'ns', 9, 10)]"
火车顺着轨道开呀开，开到一个轨道分叉处,[]
然后不知怎么地——没人知道倒底怎么回事——总之 火车开上了错误的轨道，开到了一处劳动集中营，而不是奥斯维辛,"[('奥斯维辛', 'ns', 31, 32)]"
我的外祖母就这样幸免于难，然后嫁给了我的外祖父,[]
他们住在匈牙利时，生下了我母亲,"[('匈牙利', 'ns', 3, 4)]"
我母亲两岁的时候 匈牙利革命爆发，于是外祖父母决定离开匈牙利,"[('匈牙利', 'ns', 6, 7), ('匈牙利', 'ns', 15, 16)]"
他们上了一条船，又一次的阴差阳错 这条船可能开往加拿大或者是澳大利亚,"[('加拿大', 'ns', 17, 18), ('澳大利亚', 'ns', 19, 20)]"
"他们上船的时候并不知道会到哪里, 最后船把他们送去了加拿大","[('加拿大', 'ns', 17, 18)]"
嗯，长话短说，他们到了加拿大,"[('加拿大', 'ns', 7, 8)]"
我的外祖母是一名化学家，她在多伦多的班廷研究所工作 44岁时死于胃癌，所以我并没有机会亲眼见到她 但是我继承了她的名字——伊娃·韦尔泰什 我想我也继承了她对科学的热情,"[('多伦多', 'ns', 10, 11), ('班廷研究所', 'nt', 12, 14), ('伊娃·韦尔泰什', 'nr', 37, 38)]"
"事实上, 我找到热情的地方离这儿并不远, 那年我九岁",[]
我们全家一起自驾游到美国大峡谷,"[('美国大峡谷', 'ns', 6, 8)]"
"在那之前我一直都不喜欢阅读 爸爸曾让我试着读一下哈迪男孩，我自己也试着读过南希·朱尔 我全都试过了, 但我就是不喜欢读书","[('哈迪', 'nr', 17, 18), ('南希·朱尔', 'nr', 27, 28)]"
在大峡谷时我母亲买了一本书给我 叫做”高危地带“，讲的是埃博拉病毒的爆发,[]
我被其中的某些部分吸引住了,[]
"书的封面是一张表面崎岖不平的病毒的图片 我突然有了阅读它的欲望，我拿起了这本书 接下来的旅途中, 从大峡谷边缘 到大瑟尔，再到我们今天所在的蒙特雷 我一直在读这本书，从那时起 我就知道我要把医学作为我一生的追求","[('大峡谷', 'ns', 33, 34), ('蒙特雷', 'ns', 45, 46)]"
我想要像书中的探险家一样 深入非洲的丛林 走进实验室，试着搞清楚 这种致命的病毒到底是什么，从那开始，我读遍了所有我可以找到的医学书籍 并且深深沉迷于此,"[('非洲', 'ns', 10, 11)]"
在医学的世界里，我是个被动的学习者,[]
"一直到了高中，我才想到 ”我已经是高中生了,或许从现在开始 我可以动手做点儿什么了”",[]
那时我14岁，我给当地大学的教授发了很多封邮件 看看有没有可能在他们的实验室里工作，几乎没有人给我答复,[]
但是，他们也没有理由理会一个14岁的小丫头片子，对吧？,[]
"然后我找到雅各布斯教授, 跟他谈了谈 他同意我进实验室","[('雅各布斯', 'nr', 3, 4)]"
那时，我对神经科学很有兴趣 希望能研究一项有关神经病学的课题 尤其是研究重金属对发育中的神经系统的影响,[]
我花了一年的时间去研究 最后得到了大家都能想到的结果 如果给果蝇的食物中加入重金属——将会导致很严重的神经系统损伤,[]
"脊髓会折断, 神经元也会随意交叉",[]
从那时起我就把重点转移到了该如何预防损伤上面,[]
这件事激发了我对阿尔茨海默氏症的兴趣。我开始阅读相关的资料 并使自己的熟悉相关的研究 在同一时间，当我在...... 有一天，我在医学图书馆读到一篇文章 是关于嘌呤衍生物的,[]
他们似乎有促进细胞生长的功能,[]
在对这整个领域几乎一无所知的情况下，我试想 “哦，阿尔茨海默症中会有细胞死亡 这导致了记忆减退，现在有这种化合物—— 嘌呤衍生物——可以促进细胞的生长。“,[]
所以我想，“如果它能促进细胞生长， 它也可以抑制细胞死亡。“,[]
那一年我都在研究这种可能性 研究进行的很顺利 我发现了一种叫做胍的嘌呤衍生物 可以抑制约60%的细胞生长,[]
我向国际科学博览会提交了这项成果， 这是我一生中最难忘的经历之一,[]
我被授予“世界最佳医学”荣誉 这使我进入了，或者至少迈出了我在医学研究领域的第一步,[]
从那时起，既然我进入了这个精彩纷呈的世界 我想探索一切。我希望能马上了解一切，但也知道很难做到这一点,[]
一个偶然的机会我了解到癌症干细胞的存在,[]
这也是我今天真正想和大家讨论的主题——癌症,[]
"起初，我听到癌症干细胞这个名词 我真的不知道“癌症”和“干细胞”这两者是如何结合起来的。我听说的干细胞， 是未来的灵丹妙药—— 假以时日, 或许可以治愈许多疾病",[]
但是，我也听说癌症是这个时代最可怕的疾病 所以好的和坏的究竟是怎么结合到一起的？,[]
去年夏天，我到斯坦福大学做了一些有关癌症干细胞的研究,"[('斯坦福大学', 'nt', 5, 7)]"
这段时间，我读了很多有关癌症的文献 试图让自己熟悉这一新的医学领域。,[]
"我了解到, 肿瘤确实是从干细胞开始的",[]
这使我着迷。我读的文献越多，对癌症的的了解就越多 几乎不再惧怕癌症了,[]
研究表明，癌症是由损伤直接导致的,[]
如果你吸烟，损害了你的肺部组织，就会引起肺癌。,[]
如果你喝酒，损害了你的肝脏，就会引起肝癌。,[]
"有趣的是, 很多文献中都有相似的研究结果 如果你骨折，就会引起骨瘤。",[]
起因是干细胞的特性——这些 惊人细胞的确有分化的能力 在任何类型的组织中。,[]
因此，如果身体感应到有受损器官 它就按下了癌症的启动按钮，把它当成一种修复反应,[]
"身体说肺组织受到了损害 需要修复,癌症便由此而生 试图修复的过程中, 这些细胞会过度增生 这些细胞有成为肺组织的潜力",[]
"不过, 好像身体引发了这个巧妙的反应程序 却不能完全控制它",[]
它不能精确调整这个已经开始的过程,[]
因此，这真的，真的使我着迷。,[]
我真的认为，我们不能用非黑即白的眼光 来看待癌症——更不用说是其他疾病了,[]
如果我们用化疗和放疗去治愈癌症 我们在用毒素或辐射轰击身体或癌细胞，试图杀死它。,[]
这可能会让我们回到起点。,[]
我们是在消除癌细胞，但同时身体也会试图修复这些 一再被揭开的损伤,[]
我们是不是应该思考如何控制癌细胞，而不是消除它们？,[]
如果我们可以想办法使这些细胞分化 成为骨组织，肺组织，肝组织， 不管哪个部位的癌细胞 那将会是一个修复损伤的过程。我们会得到比以前治疗更好的结果。,[]
因此，这确实改变了我对癌症的看法。,[]
当我在阅读癌症的相关文献时， 发现其中很多文献都把重点放在 乳腺癌的基因 和乳腺癌的成因与发展 在身体中追踪癌症，跟踪它，看看它会扩散到哪里。,[]
但让我吃惊的是，我从没听过心脏癌这种说法 或骨骼肌癌这种东西,[]
骨骼肌构成我们身体的50% 或超过50%。因此，起初我想， “嗯，也许有某种显而易见的解释 骨骼肌为什么不会发生癌症 - 至少我没听说过。“,[]
所以，我进一步调查它，我翻阅了所有能够找到的文献， 结果令我吃惊——因为它确实是非常罕见的。,[]
一些文献甚至说，骨骼肌肉组织 可以抵抗癌症，而且，不仅是癌症， 还有癌症向骨骼肌的转移。,[]
癌症的转移是指 部分癌细胞脱落，并随着血液流动 进入一个不同的器官。这就叫做转移。,[]
这是癌症最危险的一点。,[]
如果癌症是局部的，我们有可能将其移除， 或以某种方式控制它。这是可以做到的。,[]
但是，一旦它开始在整个身体种转移，结果将是致命的,[]
因此，癌症从不起源于骨骼肌， 而且似乎也不会转移到骨骼肌的现象 预示着骨骼肌具有某种特性 很多研究结果表明 “癌症转移到骨骼肌是非常罕见的。“,[]
但它们在这里止步了。没有人问为什么,[]
因此，我决定打破沙锅问到底。我做的第一件事是 发电子邮件给一些研究骨骼肌的教授 里面写道 “嘿，看来癌症确实不会转移到骨骼肌,[]
这是为什么呢？“，我得到的答复大部分都是这样的 肌肉是终末分化组织。,[]
这意味着你有肌肉细胞，但他们不会分裂， 所以对癌症来说，它并不是一个好的攻击对象,[]
但话又说回来 癌症没有转移到骨骼肌这一点使得这个解释变得不是那么可信,[]
再者，神经组织——脑 ——也会得癌症， 而脑细胞也是终末分化组织。,[]
因此，我决定问为什么。这里还有一些我的假设 今年5月，我将在迈阿密的西尔维斯特癌症研究所开始这项研究。,"[('迈阿密', 'ns', 19, 20), ('西尔维斯特癌症研究所', 'nt', 21, 24)]"
而且我想我会继续调查，直到我得到答案。,[]
但我知道，在科学研究中，一旦你得到了答案， 随之而来的是更多需要解答的问题。,[]
"所以你可能猜到, 我很可能一生都会投身于科学研究中",[]
我的假设是 当谈到骨骼肌你首先想到的是， 有很多的血管通向骨骼肌。,[]
我思考的第一件事是， 血管像是肿瘤细胞的公路。,[]
肿瘤细胞能够通过血管四处游弋。,[]
想一想，一个组织里有越多的”公路“， 患癌症，或者癌症转移的的可能就越大。,[]
所以我首先想到的是，“骨骼肌里这么多的血管 不是正中癌症下怀么？“同时， 癌症肿瘤需要一个被称为血管生成的过程， 这是真的，肿瘤利用血管为自己服务 从中汲取营养，以便继续增长。,[]
如果没有血管生成过程，肿瘤会维持在很小的范围内，而不会形成威胁。,[]
因此，血管生成可以称得上是癌症的发病机制的核心进程。,[]
一篇文献引起了我的注意 我读这篇文献，试图弄清楚为什么癌症不会发生在骨骼肌 这篇文献说，解剖时 发现骨骼肌里有16%的微转移,[]
16%！这意味着骨骼肌肿瘤中有小范围的肿瘤 但只有0.16%的实际转移 这表明骨骼肌也许是能够控制血管生成过程， 从而能够控制肿瘤对血管的利用。,[]
我们这么频繁的使用骨骼肌。这是我们身体的一个部分 我们的心脏不停跳动。我们的肌肉一直处在活跃状态,[]
"难道肌肉隐隐约约的”感觉“到 它需要血液供应？它需要不停地收缩 因此，它几乎是自私的, 攫取血管为自己所用",[]
因此，当肿瘤进入骨骼肌肉组织的时候 它不能获得血液供应，也就不能生长,[]
这也许表明，如果在骨骼肌中 有抗血管生成因子——或者更进一步 存在控制血管生成的因子，可以调控血管生长的位置 这可能会成为另一种治疗癌症的方法,[]
另一件很有趣的事情是， 肿瘤在全身的移动 是一个非常复杂的系统，包含所谓的”趋化因子网络“。,[]
趋化因子的本质是化学引诱物 它们是癌症的红绿灯信号。,[]
因此，肿瘤表达为趋化因子受体 另一器官——一个离肿瘤一定距离的器官—— 将有相应的趋化因子 肿瘤会看到这些趋化因子，并朝向它转移,[]
有没有可能骨骼肌不表达这种类型的分子？,[]
"还有一件事情很有趣, 有几个报告都提到，当骨骼肌损伤和 肿瘤向骨骼肌的转移密切相关",[]
此外，当骨骼肌受伤时 会导致趋化因子——这些信号说： “癌症，你可以来找我，”肿瘤的绿灯通行信号 这会导致这些趋化因子的高效表达,[]
因此，这里有太多的相互作用,[]
我的意思是，有如此多的可能性 可以解释为什么肿瘤不出现在骨骼肌中,[]
"通过调查,攻击癌细胞 还有搜索不会发生癌症的部位都预示一定有什么 一定存在某种特性 - 使这种组织可以抗肿瘤",[]
那么我们能否利用 - 我们能否把这种特性 用这种化合物，这种受体 这种控制抗肿瘤特性的因子，来治疗癌症？,[]
现在，有一件事与骨骼肌的抗癌性有点关系 这是对由身体的修复反应引起的癌症而言 它就是骨骼肌中叫做MyoD的因子,[]
MyoD所做的就是，导致细胞分化成肌细胞 因此，这种物质，MyoD， 已在很多不同的细胞类型上做过测试，结果表明 它可以将多种类型的细胞转化为骨骼肌细胞。,[]
因此，有可能肿瘤细胞已经进入骨骼肌肉组织， 但一旦与骨骼肌内的组织接触， MyoD的作用于这些肿瘤细胞，使它们 成为骨骼肌细胞？,[]
肿瘤细胞可能被伪装成骨骼肌细胞， 这就是为什么它在骨骼肌中如此罕见。,[]
这种肿瘤是无害的，它只是修复了肌肉的损伤。,[]
肌肉不断地被使用 - 不断地受到损坏,[]
如果我们每次肌肉撕裂 或者每次以错误的方式拉伸肌肉 癌症就会产生——我的意思是，几乎每个人都会有癌症,[]
我讨厌这么说。但是，肌肉细胞似乎 可能是因为其使用方式 比其他身体组织能更快地适应损伤并对其作出反应 精确调节这一修复反应以完成整个过程 达到身体本来的修复目的。我真的相信，人体是非常聪明的 我们不能逆着身体的意愿行事,[]
这与细菌进入人体的情况不同， 细菌是外来的异物 - 我们希望将它赶出去,[]
但是，当人体启动了一个反应 并演变成一种疾病 消除它似乎不是正确的解决方案。因此，尽管牵强附会 但今后，癌症有可能成为一种治疗方法。,[]
如果某些疾病中，组织正在恶化 比如阿尔茨海默氏症中大脑细胞的死亡 而我们需要新的具有功能的脑细胞 我们可不可以利用癌症呢？ 把肿瘤放进大脑，并使其分化为脑细胞？,"[('阿尔茨海默', 'nr', 9, 10)]"
这是一个非常牵强的想法，但我真的相信这是可能的,[]
这些细胞是如此多才多艺，这些癌细胞是如此多才多艺 - 我们只需要以正确的方式去使用它们,[]
"再次声明，有些观点是有点牵强附会，但 如果存在一个可以表达这些奇思异想的地方, 那么它就在这里, TED 非常感谢",[]
弗兰克·盖瑞：今天早上我听到一位科学家在和,"[('弗兰克·盖瑞', 'nr', 0, 1)]"
穆里斯博士说他的实验， 突然想到自己当年差点儿就成了科学家。,"[('穆里斯', 'nr', 0, 1)]"
我十四岁的时候我父母给我买了一套化学仪器。 然后，我决定要合成水。,[]
于是我做了一套氢气生成器，一套氧气生成器。 我弄了两根管子，通进一只量杯， 然后，我扔了根火柴进去。,[]
然后玻璃——幸好我转过了身， 全都扎在了我背上。 大概十五尺左右的地方，,[]
墙上那是一个——,[]
我制造了一场爆炸。,[]
理查德·所罗·乌尔曼：啊？真的？,"[('理查德·所罗·乌尔曼', 'nr', 0, 1)]"
盖瑞：街上的人都聚过来敲门， 看看我有没有事儿。,"[('盖瑞', 'nr', 0, 1)]"
乌尔曼：恩，我要重新开个头—— 重新开始这个对话。,"[('乌尔曼', 'nr', 0, 1)]"
我左边的这位先生就是非常著名的，可能有点儿名不副实的 弗兰克·盖瑞。,"[('弗兰克·盖瑞', 'nr', 15, 16)]"
（鼓掌♫） 那么弗兰克，你已经攀登到了人生中不可思议的高度。,[]
我是说，对于一位艺术家——一位建筑师而言—— 成为你所属的这一个时代的风向标，甚至传说。,[]
我是说你成功了，就算你对这个事实窃笑， 因为确实很好笑——你知道，这是很奇怪的想法。 但是你的建筑是标志性的。 你给那幢建筑画张小图，它就可以被用在广告里。 而且你拥有——非摇滚明星的地位，而是名人的地位， 可以在一生的大部分时间中自己想做的事情。,[]
我知道，这一路走来异常艰难。,[]
而且你做出的种种牺牲， 无论何种牺牲，都是巨大的。,[]
致力于为他人服务的一生中， 你不断前进，,[]
但对于一个富有创造力的人来说，这很有趣，,[]
许多这样的人都服务于他人， 我们的生活在他人的股掌之中。,[]
这是众多两难境地之一——我们身处一个创造的时代—— 这是创造力面对的最大的困境之一。 如何做到最大限度而又始终坚持自我，,[]
而你做到了。 这给你带来了双赢——甚至多赢。,[]
这不是一个问题，但你可以谈谈你的看法。,[]
这很重要。,[]
盖瑞：嗯，一直以来我只是——,"[('盖瑞', 'nr', 0, 1)]"
我从来没有自己去找过工作，,[]
我是守株待兔类型的,[]
刚开始的时候， 我认为建筑业是门服务性生意， 你必须取悦雇主和你的团队。,[]
我还意识到，我一走进会议室， 夹着那些打了褶的金属和链条什么的， 人们只会看着我， 好像我刚从火星回来似的。,[]
但其他的我什么都做不了。,[]
那就是我对人们以及那个时代的回应。,[]
事实上，那是我对我的雇主的回应。 他们并不太富有，所以也负担不起太好的材料。,[]
我觉得那也是那个时候不得已而为之的。,[]
知道我得弄自己的房子，而我老婆成了雇主。,[]
我们在圣塔莫尼卡买了间小平房， 用大概5万美元在那儿造了间房子。,"[('圣塔莫尼卡', 'ns', 2, 3)]"
一些人对那间房子很激动。,[]
我和一位艺术家，迈克尔·黑泽尔一起外出， 在靠近拉斯维加斯的某个沙漠里。,"[('迈克尔·黑泽尔', 'nr', 6, 7), ('拉斯维加斯', 'ns', 12, 13)]"
他当是正在那儿建一座巨大的混凝土建筑。,[]
那天晚上有点晚了，我们还喝了不少酒。,[]
就我俩，站在巨大的沙漠中间，他说—— 想到我的房子——他说： “你有没有想过建些更加永恒的东西， 在未来2000年里会有人欣赏它的。”,[]
所以我想——是啊，说不定是个好主意。,[]
我很幸运，后来又了找到一些稍有余钱的雇主， 所以我的作品能变得稍微“永恒”些了。,[]
之后我又发现世界永远不会只为你持续那么会儿。 于是又是这家伙，一天告诉我们，,[]
现在我们该去哪儿呢？,[]
回到——一切都那么暂时，转眼即逝。,[]
我并不那么看这个世界。,[]
对我来说，每一天都是全新的，,[]
我都带着不安开始每一个新项目， 对待每个项目都像对待我的第一个项目一样。 我付出汗水， 埋头工作，不知道结果会是怎样。 如果我对前方一切了然于心，那我就会停下。,[]
如果我能预测或者计划一切，我就不会继续下去。,[]
我会把预测或者计划丢到一边去。,[]
所以我才能带着同样的不稳定感对待每一个项目。,[]
不过，当然，我的信心随着时间累计着， 所以一切都会变好。,[]
我确实是在经营一本生意， 我有120人的团队， 要付给每个人薪水， 这其中包含了很大责任。 在做项目的过程中的现实的工作 我认为是安全问题。,[]
正如那位剧作家说的——我可以引用他的话—— 你总是不能确定。,[]
当毕尔巴鄂的工程结束的时候，我看着它， 我看着所有的错误，,"[('毕尔巴鄂', 'ns', 1, 2)]"
它们不能算是错误。 我看着我曾经可以改变的一切， 自己觉得有点囧。,[]
我觉得局促不安——怎么弄成那样了？,[]
我怎么把这里整成那样的形状或者是怎么把那些地方弄成那个死样子？,[]
要过好多年我才能看着它，不在纠结，然后 当你走过建筑的拐角，发现有一块地方与街道很契合， 而那条街，似乎和建筑物产生了感情， 就在那一刻，我猜喜欢上了它。,[]
乌尔曼：那么纽约的项目怎么样了？,"[('乌尔曼', 'nr', 0, 1), ('纽约', 'ns', 3, 4)]"
盖瑞：我也不太晓得。,"[('盖瑞', 'nr', 0, 1)]"
汤姆·科伦斯拿着毕尔巴鄂来找我，并详述了一番， 当是我就觉得他是个疯子，,"[('汤姆·科伦斯', 'nr', 0, 1), ('毕尔巴鄂', 'nr', 3, 4)]"
而且我认为他根本不知道自己在干什么。 但是，他把这事儿弄成了。,[]
所以我觉得他是伊卡洛斯和菲尼克斯的合体。,"[('伊卡洛斯', 'nr', 5, 6), ('菲尼克斯', 'nr', 7, 8)]"
他已经取得了很高成就——然后下去，又上来。,[]
人们直到现在都还对此议论纷纷。,[]
九一一事件引起了一些人把它移到 零号地块的想法。 而我是双手双脚反对的。,[]
讨论零号地块让我觉得很不舒服，更别说在上面建东西了。 这件事我想了很久。,[]
乌尔曼：屏幕上的这幅图， 这是迪士尼吗？,"[('乌尔曼', 'nr', 0, 1), ('迪士尼', 'nr', 11, 12)]"
盖瑞：是的。,"[('盖瑞', 'nr', 0, 1)]"
乌尔曼：还有多久， 什么时候才能完工？,"[('乌尔曼', 'nr', 0, 1)]"
"盖瑞：要到2003年的九月或者十月。 我希望Kyu, Herbie, 还有马友友以及所有那些音乐家 能和我们一起在那儿演出。","[('盖瑞', 'nr', 0, 1), ('马友友', 'nr', 17, 18)]"
很幸运，今天和我在一起工作的人，大都是我很喜欢的，,[]
理查德·可杀莱克可能是众多因素中 迪士尼剧场找到我的原因。,"[('理查德·可杀莱克', 'nr', 0, 1), ('迪士尼剧场', 'ns', 6, 8)]"
他一直都像个拉拉队队长似的。,[]
那个项目并没有太多人涉及到建筑外观设计， 因为雇主们...,[]
你知道的，想想看这个世界 就算是我们面前的这些观众， 我们之中大多数人是与大楼，房子相联系，,[]
你根本不会想到将他们成为建筑，对吧？,[]
所以找到一个那样的人， 你可以信赖，依靠，明白？,[]
他成为了艺术中心的领导， 那儿已经有一座克雷格·埃尔伍德的作品。,"[('克雷格·埃尔伍德', 'nr', 13, 14)]"
我认识克雷格而且很尊敬他。,"[('克雷格', 'nr', 2, 3)]"
他们想要再加点什么。 很难在那样的一座建筑上再加建东西。 那是一座漂亮、极简的黑色钢制建筑， 而理查德想要再添一个图书馆和一些为学生服务的设施。 那得占很大的地方。,"[('理查德', 'nr', 35, 36)]"
我说服他让我带上另一位建筑师， 葡萄牙人，阿尔瓦罗·西扎。,"[('葡萄牙', 'ns', 11, 12), ('阿尔瓦罗·西扎', 'nr', 14, 15)]"
乌尔曼：为什么想让他加入？,"[('乌尔曼', 'nr', 0, 1)]"
盖瑞：我就知道你会问这个问题。,"[('盖瑞', 'nr', 0, 1)]"
只能说是直觉。,[]
盖瑞：阿尔瓦罗·西扎在葡萄牙出生，并在那儿长大， 大概还被公认为葡萄牙本土的建筑业主心骨。,"[('盖瑞', 'nr', 0, 1), ('阿尔瓦罗·西扎', 'nr', 2, 3), ('葡萄牙', 'ns', 4, 5), ('葡萄牙', 'ns', 17, 18)]"
几年前我去拜访他， 他给我看了他的早期作品。 他的早期作品和我的早期作品有几分相似。,[]
当我刚从学校毕业， 我开始尝试在南加州做一些地域性的东西 你可以想到西班牙知名时期的砖瓦屋顶 以及那之类的东西。,"[('加州', 'ns', 12, 13), ('西班牙', 'ns', 21, 22)]"
我以理解那种语言为开端， 把它当做一块跳板。 那儿已经有太多的模式化建造者， 建筑元素被过于淡化以至于不能——,[]
总之我停了下来。,[]
我的意思是，查理·摩尔做了很多类似的东西， 但我无法被它们吸引。,"[('查理·摩尔', 'nr', 5, 6)]"
而西扎，在葡萄牙 进行着实实在在的实践， 并形成了一套与历史语言相联系的现代语言。,"[('西扎', 'ns', 1, 2), ('葡萄牙', 'ns', 4, 5)]"
我一直觉得他可以到南加州来 进行他的实践。,"[('加州', 'ns', 7, 8)]"
我试图给他争取一些项目，但是没有成功。,[]
而且我喜欢与这样的人合作，这是不错的主意 因为这种合作推我前进。,[]
我曾经与克拉斯·欧登伯格和里查德·塞拉合作过， 他们并不将建筑视为艺术。,"[('克拉斯·欧登伯格', 'nr', 3, 4), ('里查德·塞拉', 'nr', 5, 6)]"
你注意到了吗？,[]
乌尔曼：他怎么说的？,"[('乌尔曼', 'nr', 0, 1)]"
